,accommodates,bedrooms,bathrooms,beds,minimum_nights,maximum_nights,number_of_reviews,price
3735,-0.1318488941758279,0.8926045241579442,-0.2935371048475197,-0.6452599276442184,-0.1289889957659591,-0.6761196611035173,0.7238168492465815,67.0
6498,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.15679506992266273,1.0628583667809814,-0.5211166818293695,39.0
1267,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1289889957659591,-0.8362160509722489,1.0422882176613595,96.0
2366,1.775302802273677,2.0820928287797997,-0.2935371048475197,2.7570196908434785,-0.15679506992266273,-0.8417366161401362,0.36191756695706084,180.0
7075,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.15679506992266273,1.0628583667809814,1.8284667540155947e-05,110.0
7201,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,-0.9797507453373187,-0.651400423453597,70.0
5629,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,-0.8969422678190092,-0.6369244521620162,50.0
2110,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9907918756730932,0.44877339470654576,170.0
7195,-1.4032833584754978,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,1.0628583667809814,-0.6369244521620162,80.0
3813,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.15679506992266273,1.0628583667809814,-0.6369244521620162,65.0
1374,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9521479194978821,1.8284667540155947e-05,30.0
2940,0.503868337974007,0.8926045241579442,-0.2935371048475197,1.9064497862215544,-0.10118292160925545,1.0628583667809814,-0.6079725095788545,57.0
6030,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.10118292160925545,1.0628583667809814,-0.651400423453597,60.0
837,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.9521479194978821,4.299381758267046,60.0
5103,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,1.0628583667809814,-0.6079725095788545,80.0
4225,1.775302802273677,0.8926045241579442,-0.2935371048475197,1.0558798815996302,-0.1846011440793664,1.0628583667809814,2.345125633903634,169.0
7000,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,1.0628583667809814,0.20268188274967172,54.0
606,1.139585570123842,2.0820928287797997,1.9814832173040364,1.0558798815996302,-0.15679506992266273,-0.9687096150015441,0.15925396887492924,320.0
4691,-0.7675661263256629,-1.4863720850857667,-0.2935371048475197,-0.6452599276442184,-0.1289889957659591,1.0628583667809814,-0.5645445957041121,60.0
3719,-0.1318488941758279,-1.4863720850857667,-0.2935371048475197,0.2053099769777059,-0.04557077329584816,-0.355926881366054,-0.5066407105377888,220.0
5782,1.775302802273677,2.0820928287797997,-0.2935371048475197,1.0558798815996302,-0.10118292160925545,1.0628583667809814,-0.34740502633039966,250.0
7327,1.775302802273677,3.2715811334016554,1.9814832173040364,2.7570196908434785,-0.15679506992266273,-0.9981526292302763,-0.6369244521620162,300.0
6144,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,1.0628583667809814,-0.651400423453597,70.0
5139,1.775302802273677,0.8926045241579442,-0.2935371048475197,1.9064497862215544,-0.21240721823607003,1.0628583667809814,-0.6369244521620162,75.0
1261,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,1.0628583667809814,-0.651400423453597,50.0
1771,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.15679506992266273,-0.6577177772105596,0.767244763121324,55.0
3572,0.503868337974007,-0.2968837804639113,0.8439730562282584,0.2053099769777059,2.290139455867258,1.0628583667809814,-0.4487368253714655,290.0
5274,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,-0.9797507453373187,-0.6369244521620162,100.0
6827,0.503868337974007,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.1846011440793664,-1.0036731943981636,0.7817207344129048,95.0
5442,-0.1318488941758279,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.1846011440793664,1.0628583667809814,0.5211532511644499,30.0
2704,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,0.037847449174262776,1.0628583667809814,1.8963705238646282,139.0
5479,0.503868337974007,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.10118292160925545,-0.9889516872837975,0.14477799758334842,130.0
4635,-0.1318488941758279,0.8926045241579442,-0.2935371048475197,0.2053099769777059,-0.017764699139144514,1.0628583667809814,-0.5790205669956929,70.0
4448,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.21240721823607003,1.0628583667809814,4.02433830372701,100.0
3588,0.503868337974007,-0.2968837804639113,-0.2935371048475197,0.2053099769777059,-0.15679506992266273,1.0628583667809814,-0.15921739953984893,60.0
6131,-0.7675661263256629,-0.2968837804639113,-0.2935371048475197,-0.6452599276442184,-0.07337684745255181,-0.8969422678190092,-0.651400423453597,60.0
